,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Miles Bridges,33:57,.571,.571,.381,.000,3.0,20.2,11.1,40.7,1.5,0.0,12.5,33.3,110,130,5.2
1,Terry Rozier,31:33,.628,.536,.429,.571,0.0,14.5,6.8,11.8,1.7,2.8,0.0,26.1,134,130,6.4
2,Brandon Miller,27:57,.689,.700,.600,.200,0.0,4.1,1.9,13.0,0.0,0.0,0.0,18.3,140,139,2.4
3,Nick Richards,26:21,.680,.600,.000,.400,15.5,21.7,18.4,18.5,0.0,3.4,14.5,12.3,148,131,-0.4
4,Bryce McGowens,10:24,.694,.750,1.000,1.000,0.0,22.0,10.4,15.2,0.0,0.0,25.8,17.5,107,133,-2.8
5,Nick Smith Jr.,25:09,.346,.333,.533,.133,0.0,13.6,6.4,7.0,0.0,0.0,11.2,33.4,65,135,-19.1
6,Nathan Mensah,21:39,.500,.500,.000,.000,4.7,15.8,10.0,6.8,0.0,4.1,33.3,6.5,93,132,-9.8
7,JT Thor,20:46,.143,.143,.286,.000,9.8,16.5,13.0,0.0,0.0,0.0,0.0,15.9,51,134,-19.5
8,James Bouknight,19:47,.500,.500,.750,.000,0.0,0.0,0.0,8.8,0.0,0.0,0.0,19.0,105,140,-5.8
9,Ish Smith,16:01,.333,.333,.000,.000,0.0,7.1,3.4,0.0,0.0,0.0,0.0,8.8,69,137,-15.2
10,Leaky Black,6:26,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,140,-11.6
11,Frank Ntilikina,Did Not Dress,,,,,,,,,,,,,,,
