,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,DeMar DeRozan,33:46,7,16,.438,0,1,.000,3,4,.750,0,3,3,6,0,0,0,4,17,11.7,-18
1,Zach LaVine,30:38,4,12,.333,1,5,.200,3,4,.750,0,4,4,4,1,0,3,2,12,6.0,-27
2,Coby White,30:38,4,10,.400,1,4,.250,2,2,1.000,0,2,2,5,2,1,2,2,11,9.6,-11
3,Nikola Vučević,29:44,8,17,.471,1,2,.500,2,2,1.000,2,5,7,3,0,0,2,3,19,12.1,-27
4,Torrey Craig,27:23,3,6,.500,0,1,.000,1,1,1.000,2,4,6,3,1,0,0,1,7,9.3,-19
5,Patrick Williams,28:02,2,7,.286,0,5,.000,3,4,.750,1,2,3,3,1,2,1,0,7,7.3,+3
6,Jevon Carter,17:44,6,9,.667,4,5,.800,0,1,.000,0,0,0,1,0,0,1,2,16,10.6,-2
7,Andre Drummond,15:05,2,3,.667,0,0,,1,2,.500,4,7,11,0,1,0,0,1,5,8.8,+7
8,Alex Caruso,14:16,1,3,.333,0,2,.000,1,1,1.000,0,0,0,2,1,0,2,3,3,0.5,-8
9,Terry Taylor,3:11,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-2
10,Dalen Terry,3:11,1,2,.500,0,1,.000,0,2,.000,0,1,1,1,0,0,0,1,2,0.8,-2
11,Onuralp Bitim,3:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
12,Julian Phillips,3:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
