,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Scottie Barnes,40:10,.623,.625,.350,.100,3.1,6.5,4.7,18.0,0.0,5.3,8.7,24.5,121,127,-0.8
1,RJ Barrett,35:28,.803,.808,.231,.231,3.5,32.9,17.8,17.1,2.6,0.0,17.3,21.0,136,123,4.0
2,Pascal Siakam,32:04,.682,.676,.294,.176,0.0,16.2,7.9,11.8,0.0,3.3,5.2,25.9,127,128,1.8
3,Thaddeus Young,28:53,.556,.556,.111,.000,4.3,18.0,10.9,14.9,4.7,3.7,0.0,13.4,131,116,2.6
4,Immanuel Quickley,26:03,.685,.714,.429,.214,4.7,19.9,12.1,24.1,0.0,0.0,6.1,26.9,133,130,1.9
5,Dennis Schröder,29:37,.727,.667,.500,.333,4.2,4.4,4.3,20.2,0.0,0.0,22.5,12.9,135,132,-3.2
6,Gary Trent Jr.,23:39,.700,.700,.600,.000,0.0,5.5,2.7,4.7,0.0,0.0,0.0,18.2,131,131,-0.3
7,Chris Boucher,14:02,.333,.333,.667,.000,0.0,64.7,31.5,6.9,6.5,0.0,50.0,18.4,42,111,-8.9
8,Jontay Porter,10:04,.000,.000,1.000,.000,0.0,0.0,0.0,27.0,4.5,0.0,0.0,8.5,83,122,-0.4
9,Jalen McDaniels,Did Not Play,,,,,,,,,,,,,,,
10,Otto Porter Jr.,Did Not Play,,,,,,,,,,,,,,,
11,Garrett Temple,Did Not Play,,,,,,,,,,,,,,,
