,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Giannis Antetokounmpo,39:30,11,16,.688,1,2,.500,10,13,.769,2,8,10,5,3,1,4,3,33,30.8,+18
1,Malik Beasley,37:47,6,11,.545,4,8,.500,0,0,,0,10,10,1,0,2,0,1,16,15.4,+16
2,Damian Lillard,37:26,9,18,.500,4,9,.444,10,10,1.000,2,2,4,9,0,0,1,1,32,29.9,+13
3,Brook Lopez,31:39,5,10,.500,0,4,.000,2,2,1.000,1,3,4,4,0,1,2,4,12,8.5,+9
4,Khris Middleton,23:23,7,13,.538,1,3,.333,2,2,1.000,1,7,8,2,0,0,0,3,17,13.7,+20
5,Bobby Portis,22:45,3,8,.375,0,2,.000,0,0,,0,2,2,0,0,0,0,2,6,1.4,-12
6,Cameron Payne,17:46,1,2,.500,0,1,.000,0,0,,0,1,1,3,0,0,1,2,2,1.6,-15
7,Pat Connaughton,15:08,3,5,.600,1,3,.333,0,0,,0,1,1,1,0,0,0,0,7,5.7,-8
8,MarJon Beauchamp,8:54,0,2,.000,0,0,,0,0,,1,3,4,1,0,0,1,4,0,-1.7,-1
9,Andre Jackson Jr.,3:19,2,2,1.000,2,2,1.000,0,0,,1,0,1,0,0,0,0,0,6,6.1,-3
10,A.J. Green,2:22,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-2
11,Thanasis Antetokounmpo,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Chris Livingston,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Robin Lopez,Did Not Play,,,,,,,,,,,,,,,,,,,,
