,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Michael Porter Jr.,33:49,11,17,.647,7,12,.583,1,3,.333,2,8,10,5,1,0,0,2,30,29.2,+26
1,Nikola Jokić,33:21,12,19,.632,1,2,.500,7,8,.875,6,4,10,15,1,0,0,2,32,39.2,+29
2,Kentavious Caldwell-Pope,31:35,4,6,.667,2,3,.667,0,0,,0,1,1,2,0,0,0,0,10,9.1,+21
3,Justin Holiday,26:35,4,7,.571,3,5,.600,0,0,,1,2,3,4,2,0,0,2,11,13.0,+27
4,Jamal Murray,22:22,4,14,.286,3,8,.375,5,5,1.000,0,6,6,6,0,0,0,2,16,13.0,+14
5,Reggie Jackson,23:45,6,14,.429,2,7,.286,0,0,,0,2,2,2,0,1,0,3,14,8.1,-1
6,Christian Braun,18:35,4,7,.571,1,2,.500,2,2,1.000,1,2,3,1,0,0,2,2,11,6.9,0
7,Zeke Nnaji,18:20,2,4,.500,0,0,,3,4,.750,2,1,3,0,0,1,0,2,7,6.2,-17
8,Julian Strawther,13:17,0,4,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,1,0,-2.2,-2
9,DeAndre Jordan,5:49,1,1,1.000,0,0,,0,2,.000,1,0,1,0,0,0,0,0,2,1.6,-11
10,Braxton Key,3:08,0,0,,0,0,,1,2,.500,0,1,1,1,0,0,0,1,1,1.2,-9
11,Collin Gillespie,3:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-9
12,Jalen Pickett,3:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-9
13,Hunter Tyson,3:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-9
14,Peyton Watson,Did Not Play,,,,,,,,,,,,,,,,,,,,
