,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Tyrese Haliburton,35:43,8,17,.471,2,10,.200,4,4,1.000,1,4,5,23,2,1,2,0,22,32.0,+19
1,Andrew Nembhard,33:29,5,10,.500,2,4,.500,2,2,1.000,3,2,5,5,2,0,4,4,14,11.6,+20
2,Myles Turner,30:55,10,17,.588,6,8,.750,2,3,.667,1,7,8,2,0,0,1,0,28,22.9,+17
3,Aaron Nesmith,30:37,8,13,.615,7,11,.636,2,2,1.000,0,1,1,2,1,0,2,2,25,19.0,+10
4,Jalen Smith,20:46,3,5,.600,1,2,.500,2,4,.500,0,4,4,2,0,2,1,5,9,6.9,+3
5,Bennedict Mathurin,25:32,7,10,.700,3,5,.600,3,3,1.000,0,0,0,0,0,0,2,0,20,13.8,+11
6,Obi Toppin,19:56,4,6,.667,1,1,1.000,0,1,.000,2,6,8,2,0,3,0,4,9,11.1,+2
7,Buddy Hield,18:19,2,3,.667,1,2,.500,1,1,1.000,0,2,2,1,1,0,1,1,6,5.6,+4
8,T.J. McConnell,12:17,2,3,.667,0,0,,1,1,1.000,0,0,0,3,0,0,2,0,5,3.8,-5
9,Isaiah Jackson,9:11,1,1,1.000,0,0,,0,0,,0,1,1,0,0,1,1,2,2,0.9,-2
10,Jordan Nwora,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
11,Ben Sheppard,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
12,Jarace Walker,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
13,James Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,,
