,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Deni Avdija,37:32,.820,.750,.417,.500,0.0,13.5,7.9,27.4,0.0,0.0,12.0,19.2,145,117,9.6
1,Kyle Kuzma,34:44,.666,.591,.727,.364,0.0,33.9,19.9,36.7,0.0,2.0,28.2,22.2,105,108,5.0
2,Tyus Jones,32:28,.317,.286,.286,.286,0.0,5.2,3.0,26.1,0.0,0.0,0.0,10.5,99,121,-7.0
3,Jordan Poole,28:11,.295,.227,.364,.182,0.0,6.0,3.5,15.2,0.0,0.0,25.2,24.4,55,120,-17.6
4,Daniel Gafford,21:21,1.000,1.000,.000,.000,5.6,11.8,9.3,8.7,2.2,6.6,28.6,14.2,124,108,3.2
5,Marvin Bagley III,25:59,.738,.875,.000,1.000,27.7,29.2,28.6,0.0,1.8,0.0,8.0,20.9,140,107,5.3
6,Bilal Coulibaly,20:25,.286,.286,.429,.000,0.0,0.0,0.0,7.3,0.0,0.0,30.0,21.2,44,123,-17.3
7,Corey Kispert,16:00,.543,.500,.000,.167,0.0,21.1,12.4,0.0,0.0,0.0,31.8,25.6,66,114,-11.9
8,Landry Shamet,12:24,.798,.500,.333,2.000,0.0,6.8,4.0,23.4,0.0,0.0,0.0,19.7,177,120,12.1
9,Delon Wright,8:54,.333,.333,.000,.000,0.0,0.0,0.0,61.7,0.0,0.0,0.0,29.2,91,123,-7.9
10,Patrick Baldwin Jr.,0:39,1.500,1.500,1.000,.000,0.0,100.0,76.1,0.0,0.0,0.0,0.0,66.7,300,70,155.9
11,Anthony Gill,0:39,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,227,123,59.5
12,Trey Jemison,0:39,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.7,0,123,-75.0
