,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Donovan Mitchell,35:43,6,17,.353,0,6,.000,6,6,1.000,0,6,6,8,0,1,1,3,18,14.4,+17
1,Jarrett Allen,33:26,6,8,.750,0,0,,2,2,1.000,1,10,11,2,3,3,4,2,14,16.2,+7
2,Isaac Okoro,33:11,5,9,.556,1,3,.333,1,3,.333,0,5,5,2,2,0,2,3,12,8.6,+19
3,Dean Wade,25:33,6,7,.857,5,6,.833,0,0,,1,4,5,0,1,0,0,1,17,17.0,+11
4,Max Strus,20:21,5,10,.500,1,4,.250,2,2,1.000,2,1,3,7,1,0,2,1,13,13.2,+15
5,Sam Merrill,30:06,6,16,.375,5,14,.357,1,1,1.000,0,4,4,6,0,0,1,2,18,12.8,+8
6,Georges Niang,21:19,5,9,.556,4,8,.500,0,0,,0,5,5,2,0,1,0,2,14,12.5,+11
7,Craig Porter Jr.,20:36,1,3,.333,0,1,.000,2,2,1.000,0,5,5,3,0,0,3,2,4,2.1,+5
8,Tristan Thompson,14:13,3,4,.750,0,1,.000,0,0,,0,5,5,2,0,1,0,0,6,8.0,+14
9,Damian Jones,2:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
10,Pete Nance,2:46,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-1
11,Caris LeVert,Did Not Dress,,,,,,,,,,,,,,,,,,,,
