,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Stephen Curry,31:42,3,15,.200,2,8,.250,5,6,.833,0,4,4,5,2,1,1,1,13,9.3,-14
1,Brandin Podziemski,27:47,4,9,.444,2,5,.400,0,0,,1,2,3,6,0,0,1,2,10,9.0,+1
2,Klay Thompson,25:20,4,11,.364,2,6,.333,3,4,.750,0,0,0,5,2,0,0,2,13,11.2,-26
3,Jonathan Kuminga,23:34,5,11,.455,0,3,.000,0,0,,1,4,5,1,0,0,6,0,10,0.9,-26
4,Kevon Looney,14:08,2,2,1.000,0,0,,1,3,.333,3,2,5,0,0,1,0,3,5,5.8,-9
5,Chris Paul,27:02,3,6,.500,1,4,.250,2,2,1.000,0,4,4,4,0,0,3,4,9,5.4,-8
6,Andrew Wiggins,25:56,4,11,.364,0,3,.000,3,4,.750,1,1,2,4,0,0,1,2,11,6.5,+5
7,Trayce Jackson-Davis,25:44,4,9,.444,0,0,,2,2,1.000,4,7,11,1,0,2,1,1,10,10.9,+8
8,Dario Šarić,19:32,4,5,.800,1,1,1.000,1,1,1.000,1,5,6,1,0,0,0,1,10,10.6,-10
9,Moses Moody,12:48,4,8,.500,0,2,.000,3,3,1.000,1,2,3,0,0,2,0,1,11,9.3,+10
10,Cory Joseph,2:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+3
11,Lester Quinones,2:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+3
12,Jerome Robinson,2:09,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,0,0,0.0,+3
13,Draymond Green,Did Not Dress,,,,,,,,,,,,,,,,,,,,
