,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Kevin Durant,39:14,.667,.667,.267,.000,3.6,14.1,10.0,18.4,1.1,1.5,11.8,17.8,132,125,2.7
1,Devin Booker,38:18,.726,.676,.324,.351,0.0,12.1,7.3,21.4,1.2,3.0,8.6,50.1,136,125,14.2
2,Grayson Allen,37:20,1.011,1.000,.600,.200,0.0,7.4,4.5,2.8,0.0,1.5,26.9,8.2,138,129,-3.5
3,Bradley Beal,34:22,.446,.423,.385,.077,4.1,8.1,6.5,9.5,1.3,1.7,30.9,23.2,74,126,-14.1
4,Jusuf Nurkić,20:08,.333,.333,.000,.000,0.0,18.3,11.1,24.5,6.7,0.0,40.0,10.2,89,112,4.0
5,Eric Gordon,30:25,.678,.667,.667,.333,0.0,6.1,3.7,7.3,1.5,0.0,16.2,16.6,118,128,-1.9
6,Drew Eubanks,15:56,1.000,1.000,.000,.000,17.7,17.4,17.5,7.7,0.0,0.0,20.0,12.9,165,127,3.5
7,Josh Okogie,13:06,.000,.000,.000,.000,21.6,7.0,12.8,7.2,3.4,0.0,0.0,3.1,132,123,-0.3
8,Keita Bates-Diop,8:46,1.000,1.000,.000,.000,16.1,31.6,25.5,12.0,0.0,0.0,50.0,9.4,126,122,1.7
9,Chimezie Metu,2:25,.000,.000,.000,.000,0.0,38.2,23.1,0.0,0.0,0.0,0.0,17.0,0,119,-22.3
10,Jordan Goodwin,Did Not Play,,,,,,,,,,,,,,,
11,Nassir Little,Did Not Play,,,,,,,,,,,,,,,
12,Yuta Watanabe,Did Not Play,,,,,,,,,,,,,,,
