,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,OG Anunoby,36:49,.549,.455,.273,.364,0.0,16.0,9.9,3.1,1.3,6.7,7.3,15.2,124,96,1.4
1,Jalen Brunson,35:07,.729,.674,.478,.304,3.9,9.6,7.4,40.7,1.4,0.0,10.3,33.7,155,103,15.4
2,Julius Randle,32:24,.648,.654,.538,.154,29.6,23.4,25.8,39.4,0.0,0.0,33.5,26.3,119,101,7.1
3,Isaiah Hartenstein,23:04,.266,.000,.000,2.000,0.0,14.6,9.0,4.3,0.0,0.0,0.0,3.3,101,104,-4.6
4,Donte DiVincenzo,20:29,.638,.667,.583,.250,6.7,8.2,7.6,7.4,2.4,0.0,0.0,26.5,144,101,7.5
5,Josh Hart,26:28,.850,.800,.600,.400,5.2,25.5,17.7,4.3,0.0,3.1,33.8,13.7,117,99,2.9
6,Precious Achiuwa,24:56,.900,.900,.000,.000,22.0,23.6,23.0,0.0,0.0,3.3,23.1,21.2,133,98,4.2
7,Quentin Grimes,19:44,.250,.250,.500,.000,6.9,12.8,10.6,5.6,2.4,4.2,11.1,18.6,73,96,-10.0
8,Miles McBride,12:53,.375,.375,.750,.000,0.0,0.0,0.0,8.4,0.0,0.0,33.3,19.0,67,109,-14.3
9,Ryan Arcidiacono,2:42,,,,,0.0,31.2,19.3,37.0,0.0,0.0,,0.0,229,100,11.4
10,Malachi Flynn,2:42,1.500,1.500,1.000,.000,0.0,31.2,19.3,58.8,0.0,0.0,50.0,30.2,139,100,27.6
11,Jericho Sims,2:42,,,,,0.0,0.0,0.0,0.0,0.0,30.7,,0.0,0,86,10.6
12,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,
