,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Shai Gilgeous-Alexander,27:57,12,17,.706,0,1,.000,6,6,1.000,1,3,4,7,3,0,1,1,30,31.0,+35
1,Cason Wallace,25:18,4,8,.500,2,4,.500,0,0,,0,3,3,2,1,2,0,4,10,9.1,+17
2,Chet Holmgren,25:02,6,9,.667,2,3,.667,2,2,1.000,2,6,8,2,1,2,3,2,16,15.3,+24
3,Josh Giddey,23:49,5,11,.455,2,3,.667,0,0,,2,8,10,8,1,1,3,1,12,14.0,+17
4,Jalen Williams,22:07,5,10,.500,2,2,1.000,3,3,1.000,1,2,3,3,0,0,2,1,15,11.0,+16
5,Ousmane Dieng,26:28,6,7,.857,3,4,.750,3,4,.750,0,3,3,3,0,0,1,2,18,16.3,-1
6,Vasilije Micić,15:59,1,5,.200,0,3,.000,0,0,,0,1,1,5,1,0,0,0,2,3.7,+8
7,Isaiah Joe,14:30,3,8,.375,3,7,.429,0,0,,0,0,0,1,0,1,0,1,9,5.6,+18
8,Tre Mann,13:26,2,6,.333,0,1,.000,0,0,,0,2,2,0,0,0,1,2,4,-0.6,-21
9,Jaylin Williams,9:48,2,2,1.000,1,1,1.000,2,2,1.000,0,1,1,1,1,0,1,0,7,7.4,+4
10,Dāvis Bertāns,8:34,1,2,.500,1,2,.500,0,0,,0,0,0,1,0,1,0,1,3,3.0,-17
11,Aleksej Pokusevski,8:34,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.1,-17
12,Lindy Waters III,8:17,1,4,.250,1,4,.250,0,0,,0,0,0,1,0,0,0,2,3,0.5,-15
13,Kenrich Williams,6:37,1,1,1.000,0,0,,0,0,,0,2,2,1,1,0,0,0,2,4.0,0
14,Aaron Wiggins,3:33,1,4,.250,1,1,1.000,0,0,,1,0,1,0,0,0,0,0,3,1.3,+2
