,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jamal Murray,32:12,5,16,.313,1,4,.250,3,5,.600,2,4,6,6,1,1,3,3,14,8.3,-17
1,Nikola Jokić,29:58,11,23,.478,1,6,.167,2,2,1.000,2,8,10,3,0,0,5,0,25,14.2,-19
2,Kentavious Caldwell-Pope,26:22,2,4,.500,1,1,1.000,1,1,1.000,0,0,0,0,1,1,1,2,6,3.9,-20
3,Michael Porter Jr.,25:04,2,11,.182,0,5,.000,1,1,1.000,2,3,5,1,1,1,0,0,5,2.8,-19
4,Aaron Gordon,18:27,2,3,.667,0,1,.000,0,0,,1,1,2,2,0,1,2,4,4,2.2,-13
5,Christian Braun,20:10,4,8,.500,0,1,.000,0,0,,3,6,9,2,0,1,1,3,8,7.8,-3
6,Reggie Jackson,18:36,1,4,.250,0,1,.000,0,0,,0,0,0,5,2,1,1,0,2,4.8,-4
7,Zeke Nnaji,17:41,4,9,.444,1,3,.333,0,0,,2,3,5,0,0,2,0,3,9,6.8,-6
8,Julian Strawther,15:37,2,7,.286,1,6,.167,0,1,.000,0,0,0,0,1,2,0,0,5,2.9,+2
9,Peyton Watson,15:31,2,3,.667,0,1,.000,0,0,,0,2,2,1,0,0,2,2,4,1.2,-6
10,Justin Holiday,5:44,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,2.3,+2
11,Jalen Pickett,5:13,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,0,1,2,1.2,0
12,Braxton Key,5:13,0,2,.000,0,0,,0,0,,0,0,0,3,0,0,0,2,0,-0.1,0
13,Hunter Tyson,4:12,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,2,2,0.5,-2
14,DeAndre Jordan,Did Not Play,,,,,,,,,,,,,,,,,,,,
