,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Fred VanVleet,39:22,5,12,.417,4,8,.500,2,3,.667,1,6,7,4,2,0,1,0,16,15.5,+22
1,Alperen Sengun,31:43,4,9,.444,1,1,1.000,2,3,.667,1,6,7,3,0,3,2,5,11,8.6,+21
2,Jalen Green,29:41,13,26,.500,3,13,.231,5,5,1.000,1,1,2,4,1,0,1,0,34,24.8,+11
3,Jabari Smith Jr.,27:00,6,10,.600,3,4,.750,3,4,.750,0,9,9,2,0,1,0,2,18,17.0,+4
4,Dillon Brooks,26:31,4,14,.286,0,5,.000,5,5,1.000,1,4,5,1,1,0,1,4,13,5.8,-2
5,Jae'Sean Tate,26:06,1,4,.250,0,3,.000,0,0,,1,8,9,4,1,0,0,4,2,4.9,+26
6,Tari Eason,19:10,2,4,.500,2,3,.667,0,0,,1,4,5,2,1,1,1,2,6,7.2,+24
7,Aaron Holiday,16:37,3,6,.500,1,4,.250,0,0,,0,3,3,2,0,0,0,3,7,5.1,+2
8,Jeff Green,12:01,0,3,.000,0,1,.000,0,0,,0,1,1,0,0,1,0,1,0,-1.5,+2
9,Jock Landale,4:15,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-3
10,Reggie Bullock,4:15,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3
11,Jeenathan Williams,3:16,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6,-4
12,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,,
