,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jaren Jackson Jr.,36:52,7,21,.333,0,4,.000,9,12,.750,1,6,7,0,1,1,2,4,23,10.5,-20
1,Bismack Biyombo,31:27,2,4,.500,0,0,,1,2,.500,0,5,5,2,1,2,1,0,5,6.9,-10
2,Desmond Bane,25:31,6,12,.500,2,6,.333,9,10,.900,1,6,7,4,1,0,2,4,23,19.3,-15
3,Jacob Gilyard,24:08,2,6,.333,1,4,.250,0,0,,1,0,1,4,0,0,0,1,5,4.7,-14
4,Santi Aldama,22:15,2,5,.400,1,3,.333,3,3,1.000,0,2,2,0,0,1,0,5,8,4.6,-4
5,John Konchar,29:02,0,6,.000,0,4,.000,0,0,,5,6,11,2,0,2,0,3,0,2.7,-11
6,David Roddy,21:37,2,7,.286,0,1,.000,0,0,,0,6,6,1,0,0,2,0,4,0.4,-5
7,Ziaire Williams,20:06,4,10,.400,2,5,.400,3,3,1.000,0,2,2,0,0,0,0,2,13,7.4,-27
8,Derrick Rose,16:16,1,3,.333,1,2,.500,4,4,1.000,0,1,1,2,0,0,2,0,7,5.0,-3
9,Kenneth Lofton Jr.,4:15,1,4,.250,0,1,.000,1,1,1.000,0,0,0,2,0,1,0,0,3,2.7,+3
10,GG Jackson II,4:15,0,3,.000,0,1,.000,0,0,,1,2,3,0,0,0,0,0,0,-0.8,+3
11,Vince Williams Jr.,4:15,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+3
