,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Franz Wagner,34:19,6,14,.429,1,4,.250,4,4,1.000,0,5,5,5,3,0,6,4,17,10.0,-9
1,Paolo Banchero,32:07,5,17,.294,1,4,.250,3,6,.500,1,3,4,5,0,1,5,1,14,3.3,-13
2,Anthony Black,28:26,5,8,.625,3,5,.600,0,0,,3,6,9,4,0,0,0,2,13,15.3,0
3,Goga Bitadze,26:40,7,8,.875,0,0,,1,2,.500,5,6,11,1,0,0,4,2,15,13.0,-1
4,Jalen Suggs,26:05,7,12,.583,5,9,.556,0,0,,0,4,4,1,0,1,1,2,19,14.2,-9
5,Cole Anthony,20:04,5,8,.625,2,3,.667,5,6,.833,0,0,0,4,1,0,1,3,17,14.6,-12
6,Gary Harris,15:53,1,3,.333,0,2,.000,0,0,,0,0,0,0,1,0,0,3,2,0.1,-10
7,Jonathan Isaac,15:46,3,5,.600,1,2,.500,0,0,,1,3,4,0,0,0,0,1,7,5.9,-13
8,Moritz Wagner,13:24,1,3,.333,0,1,.000,0,0,,1,0,1,2,0,0,3,3,2,-1.8,-9
9,Caleb Houstan,10:49,2,5,.400,1,4,.250,0,0,,1,1,2,1,0,0,0,0,5,4.0,-6
10,Joe Ingles,6:09,0,1,.000,0,0,,0,0,,1,1,2,2,0,0,0,0,0,1.7,-12
11,Jett Howard,3:26,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+3
12,Chuma Okeke,3:26,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+3
13,Admiral Schofield,3:26,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-1.5,+3
