,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Brandon Ingram,30:38,.477,.444,.111,.111,3.6,12.3,8.2,19.8,0.0,0.0,5.0,26.0,116,121,-8.0
1,CJ McCollum,29:13,.901,.912,.765,.176,3.7,12.9,8.6,7.8,1.5,2.9,9.8,27.9,151,114,14.5
2,Zion Williamson,26:48,.660,.667,.000,.167,4.1,7.0,5.7,43.1,0.0,0.0,13.4,22.3,145,121,4.7
3,Herbert Jones,25:48,1.113,1.111,.444,.222,8.5,10.9,9.8,20.6,1.7,3.3,0.0,15.4,225,114,19.8
4,Jonas Valančiūnas,23:16,.576,.577,.385,.308,14.1,36.4,26.1,13.6,0.0,0.0,6.3,27.2,128,117,-1.7
5,Trey Murphy III,24:43,.485,.500,.714,.071,4.4,11.4,8.2,8.0,0.0,0.0,0.0,23.4,112,121,-9.0
6,Larry Nance Jr.,19:35,.932,.917,.333,.167,0.0,38.4,20.6,15.4,2.3,4.4,13.4,15.2,163,108,10.8
7,Dyson Daniels,17:20,.000,.000,.500,.000,0.0,27.1,14.6,13.8,2.6,0.0,0.0,4.6,97,113,-4.6
8,Naji Marshall,16:32,.500,.500,.333,.000,6.6,5.7,6.1,20.3,2.7,0.0,25.0,9.7,130,115,-0.8
9,Jordan Hawkins,16:29,.750,.750,1.000,.000,0.0,11.4,6.1,0.0,0.0,5.2,0.0,9.7,145,116,-0.4
10,Jose Alvarado,4:49,.900,.900,.800,.000,0.0,39.1,21.0,0.0,0.0,0.0,16.7,50.0,117,117,19.8
11,Cody Zeller,4:49,1.000,1.000,.000,.000,45.3,39.1,42.0,39.8,0.0,0.0,0.0,8.3,224,116,17.8
