,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Donovan Mitchell,37:34,14,25,.560,5,10,.500,7,7,1.000,0,8,8,5,1,0,5,1,40,29.6,0
1,Jarrett Allen,37:04,5,12,.417,0,1,.000,2,4,.500,3,6,9,2,0,2,3,1,12,8.1,-4
2,Darius Garland,28:25,4,12,.333,1,5,.200,4,4,1.000,0,0,0,4,0,0,3,0,13,6.0,+9
3,Max Strus,28:19,1,5,.200,0,4,.000,0,2,.000,2,5,7,3,0,1,0,1,2,3.4,-8
4,Evan Mobley,25:07,9,10,.900,2,2,1.000,2,2,1.000,2,6,8,1,1,1,2,2,22,21.4,+7
5,Isaac Okoro,27:39,2,3,.667,0,1,.000,1,3,.333,0,3,3,3,1,1,0,1,5,7.2,+17
6,Georges Niang,17:06,3,4,.750,1,1,1.000,0,0,,0,3,3,0,0,0,1,2,7,4.5,+2
7,Sam Merrill,14:22,1,4,.250,1,3,.333,0,0,,0,1,1,2,0,0,0,0,3,2.3,-3
8,Caris LeVert,12:33,2,7,.286,0,2,.000,0,0,,0,5,5,5,0,0,0,1,4,4.5,+12
9,Dean Wade,11:51,2,6,.333,2,6,.333,0,0,,0,2,2,0,1,0,0,2,6,3.4,+8
