,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Josh Green,36:43,0,4,.000,0,4,.000,0,0,,1,3,4,1,1,0,0,1,0,0.1,+12
1,Grant Williams,35:37,4,13,.308,2,7,.286,0,0,,2,1,3,7,1,0,1,1,10,8.7,+14
2,Luka Dončić,32:25,7,18,.389,4,11,.364,8,12,.667,1,6,7,10,0,0,3,2,26,20.3,+12
3,Derrick Jones Jr.,26:02,8,11,.727,2,5,.400,2,3,.667,1,6,7,1,1,2,2,4,20,17.1,+5
4,Dereck Lively II,23:38,7,8,.875,0,0,,3,3,1.000,4,5,9,2,1,2,1,2,17,20.5,+16
5,Tim Hardaway Jr.,26:48,11,20,.550,7,11,.636,2,5,.400,0,4,4,3,0,0,1,1,31,22.1,+17
6,Seth Curry,19:52,6,6,1.000,2,2,1.000,1,1,1.000,0,2,2,2,1,0,0,1,15,15.8,-3
7,Dante Exum,18:37,2,6,.333,0,1,.000,1,2,.500,0,7,7,3,0,0,0,3,5,4.2,0
8,Olivier-Maxence Prosper,7:26,1,2,.500,0,1,.000,0,2,.000,0,2,2,1,0,0,0,0,2,1.5,-2
9,Dwight Powell,6:43,1,1,1.000,0,0,,0,0,,0,1,1,2,0,0,0,1,2,3.0,+2
10,Jaden Hardy,4:22,1,2,.500,0,0,,0,1,.000,0,0,0,0,1,0,1,0,2,0.6,-3
11,Richaun Holmes,1:47,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-5
12,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,,,,,,
