,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Anthony Davis,31:40,6,11,.545,0,2,.000,1,1,1.000,0,5,5,1,1,2,3,4,13,7.7,-24
1,Austin Reaves,30:22,4,7,.571,2,3,.667,3,3,1.000,1,0,1,6,1,0,3,2,13,11.8,-23
2,Taurean Prince,28:13,4,10,.400,3,8,.375,0,0,,1,5,6,2,0,0,0,0,11,9.2,-30
3,LeBron James,24:16,3,11,.273,0,4,.000,4,7,.571,0,5,5,9,1,0,4,1,10,6.7,-25
4,Cam Reddish,8:25,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-5
5,Jarred Vanderbilt,29:28,2,5,.400,1,3,.333,1,4,.250,3,6,9,2,2,0,1,0,6,8.4,-1
6,D'Angelo Russell,27:24,7,14,.500,3,7,.429,2,4,.500,0,1,1,6,2,0,3,2,19,13.9,+2
7,Max Christie,24:33,4,8,.500,1,3,.333,5,6,.833,0,7,7,4,0,0,2,2,14,11.7,-2
8,Jaxson Hayes,13:01,3,3,1.000,0,0,,0,0,,1,1,2,1,0,2,2,6,6,3.8,+1
9,Skylar Mays,12:00,5,6,.833,2,2,1.000,0,0,,1,0,1,1,1,0,0,0,12,12.2,+9
10,Dylan Windler,5:19,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3,3.0,+4
11,Jalen Hood-Schifino,5:19,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0.3,+4
12,Maxwell Lewis,Did Not Dress,,,,,,,,,,,,,,,,,,,,
13,Christian Wood,Did Not Dress,,,,,,,,,,,,,,,,,,,,
