,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Anfernee Simons,40:55,8,18,.444,6,12,.500,6,7,.857,0,5,5,5,0,0,3,2,28,19.4,-11
1,Scoot Henderson,39:54,11,31,.355,4,9,.444,7,9,.778,4,3,7,9,3,0,3,3,33,23.7,-12
2,Duop Reath,38:59,7,15,.467,2,6,.333,1,1,1.000,2,4,6,1,2,1,2,4,17,11.7,-2
3,Jabari Walker,28:50,4,6,.667,2,3,.667,1,2,.500,2,6,8,1,0,0,1,2,11,10.1,-15
4,Toumani Camara,22:43,1,4,.250,0,2,.000,0,0,,2,0,2,2,0,0,0,1,2,2.0,-6
5,Kris Murray,37:02,5,9,.556,3,6,.500,0,1,.000,0,1,1,3,3,0,3,2,13,9.9,-9
6,Justin Minaya,17:11,0,1,.000,0,1,.000,1,2,.500,0,2,2,0,0,0,0,5,1,-1.5,-4
7,Rayan Rupert,14:25,4,5,.800,3,3,1.000,0,0,,2,3,5,2,0,0,1,2,11,11.0,+4
8,Malcolm Brogdon,Did Not Dress,,,,,,,,,,,,,,,,,,,,
9,Moses Brown,Not With Team,,,,,,,,,,,,,,,,,,,,
10,Jerami Grant,Did Not Dress,,,,,,,,,,,,,,,,,,,,
11,Matisse Thybulle,Did Not Dress,,,,,,,,,,,,,,,,,,,,
