,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Devin Booker,40:28,.787,.667,.400,1.000,3.0,13.2,8.4,48.5,0.0,0.0,8.5,25.9,165,130,12.9
1,Kevin Durant,37:59,.603,.528,.278,.556,3.2,14.0,8.9,17.7,1.4,5.3,8.2,28.6,126,123,3.9
2,Bradley Beal,33:31,.778,.778,.222,.000,0.0,3.2,1.7,18.2,1.6,0.0,18.2,14.6,129,129,0.7
3,Jusuf Nurkić,31:15,.472,.467,.133,.133,23.0,54.6,39.8,15.8,0.0,6.4,0.0,22.6,126,114,2.2
4,Chimezie Metu,20:23,.500,.500,.375,.000,17.7,5.2,11.1,0.0,5.1,0.0,11.1,19.6,108,120,-2.9
5,Nassir Little,26:59,.714,.714,.714,.000,8.9,19.8,14.6,16.2,0.0,0.0,22.2,14.8,123,128,0.6
6,Jordan Goodwin,26:39,.167,.167,.333,.000,0.0,0.0,0.0,4.7,2.0,0.0,25.0,13.4,37,129,-16.3
7,Keita Bates-Diop,11:41,.333,.333,.333,.000,0.0,18.3,9.7,11.4,0.0,0.0,25.0,15.2,66,128,-13.1
8,Yuta Watanabe,7:05,.000,.000,1.000,.000,16.9,0.0,8.0,0.0,0.0,0.0,0.0,12.6,42,133,-23.4
9,Drew Eubanks,3:59,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0,134,-20.0
10,Bol Bol,Did Not Play,,,,,,,,,,,,,,,
11,Saben Lee,Did Not Play,,,,,,,,,,,,,,,
