,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Tyrese Maxey,38:53,.644,.556,.444,.667,0.0,4.3,2.4,26.9,1.3,1.9,0.0,25.4,150,122,8.1
1,Joel Embiid,35:53,.621,.521,.125,.625,11.6,23.5,18.2,15.5,1.4,8.2,6.1,38.5,133,106,12.5
2,De'Anthony Melton,34:19,.540,.538,.538,.154,0.0,14.7,8.1,20.8,1.4,2.2,6.7,18.4,118,115,1.4
3,Tobias Harris,33:43,.630,.556,.111,.333,6.2,15.0,11.1,8.2,1.5,0.0,16.2,15.5,121,115,-3.7
4,Nicolas Batum,28:35,1.000,1.000,.750,.000,7.3,5.9,6.5,18.2,0.0,0.0,0.0,5.9,209,125,5.8
5,Kelly Oubre Jr.,23:31,.511,.500,.444,.444,8.9,3.6,5.9,6.0,4.2,3.1,0.0,19.4,122,116,2.1
6,Patrick Beverley,18:02,.388,.333,.500,.167,5.8,0.0,2.6,7.3,0.0,0.0,13.4,17.5,88,129,-12.1
7,Marcus Morris,15:40,1.500,1.500,1.000,.000,0.0,16.1,8.9,7.9,0.0,4.7,0.0,2.7,276,116,2.3
8,Paul Reed,6:04,.500,.500,.000,.000,34.4,27.8,30.7,0.0,0.0,0.0,60.0,34.9,60,110,-29.2
9,Mo Bamba,5:19,.000,.000,.000,.000,19.6,31.7,26.3,0.0,0.0,0.0,50.0,15.9,39,107,-23.6
10,Robert Covington,Did Not Play,,,,,,,,,,,,,,,
11,Danuel House Jr.,Did Not Play,,,,,,,,,,,,,,,
12,Furkan Korkmaz,Did Not Play,,,,,,,,,,,,,,,
13,KJ Martin,Did Not Play,,,,,,,,,,,,,,,
14,Jaden Springer,Did Not Play,,,,,,,,,,,,,,,
