,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Vince Williams Jr.,36:03,8,12,.667,2,3,.667,2,4,.500,4,4,8,1,0,0,0,3,20,17.5,-1
1,David Roddy,32:26,5,13,.385,2,7,.286,2,2,1.000,1,4,5,1,1,1,0,4,14,9.6,+4
2,Jaren Jackson Jr.,31:35,7,17,.412,0,3,.000,11,12,.917,0,5,5,4,2,1,4,5,25,16.5,+10
3,John Konchar,29:41,4,5,.800,1,2,.500,0,0,,2,5,7,4,0,2,2,1,9,11.8,-5
4,Santi Aldama,27:49,4,11,.364,2,5,.400,0,0,,1,5,6,1,0,0,1,0,10,5.8,-1
5,GG Jackson II,28:52,6,9,.667,2,4,.500,4,5,.800,1,3,4,1,1,1,0,0,18,17.7,0
6,Scotty Pippen Jr.,17:21,1,5,.200,1,2,.500,1,2,.500,1,2,3,4,0,0,3,3,4,0.4,+9
7,Xavier Tillman Sr.,17:06,0,3,.000,0,0,,3,6,.500,3,1,4,1,1,2,0,2,3,4.4,-17
8,Ziaire Williams,13:45,2,6,.333,0,3,.000,0,0,,0,3,3,3,0,0,2,1,4,1.2,-18
9,Jacob Gilyard,5:22,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,1.3,-11
10,Jake LaRavia,Did Not Dress,,,,,,,,,,,,,,,,,,,,
11,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,,,,,,
