,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jalen Duren,32:47,5,14,.357,0,0,,2,2,1.000,1,11,12,1,0,1,2,4,12,6.0,-15
1,Jaden Ivey,32:27,5,14,.357,1,4,.250,6,7,.857,1,2,3,6,0,0,3,0,17,11.3,-23
2,Bojan Bogdanović,22:35,6,12,.500,2,4,.500,1,2,.500,0,1,1,1,0,1,0,3,15,9.1,-13
3,Killian Hayes,16:15,1,2,.500,0,0,,0,0,,0,1,1,5,1,1,1,2,2,4.7,-10
4,Kevin Knox,8:42,2,3,.667,0,1,.000,0,0,,0,2,2,0,0,0,0,3,4,2.1,-6
5,Isaiah Stewart,28:19,5,9,.556,2,6,.333,7,8,.875,1,7,8,2,2,5,1,2,19,22.2,-6
6,Alec Burks,27:30,3,12,.250,3,9,.333,0,0,,0,2,2,3,0,0,1,4,9,1.9,0
7,Marcus Sasser,26:16,9,17,.529,0,4,.000,5,5,1.000,0,1,1,3,1,0,2,1,23,15.7,+8
8,Ausar Thompson,18:57,0,1,.000,0,0,,0,2,.000,1,4,5,1,0,0,0,2,0,0.3,+11
9,Mike Muscala,16:28,1,1,1.000,1,1,1.000,0,0,,2,2,4,1,0,1,0,2,3,5.3,+1
10,Danilo Gallinari,9:44,3,4,.750,1,1,1.000,2,3,.667,0,3,3,2,0,0,0,2,9,8.5,+8
11,Joe Harris,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,James Wiseman,Did Not Play,,,,,,,,,,,,,,,,,,,,
