,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jalen Brunson,33:40,7,16,.438,1,3,.333,4,5,.800,0,5,5,2,2,0,5,1,19,9.7,+21
1,Julius Randle,31:23,5,14,.357,2,5,.400,7,10,.700,3,7,10,2,1,0,1,1,19,15.2,+18
2,RJ Barrett,24:50,5,13,.385,3,5,.600,3,4,.750,1,2,3,0,0,0,1,2,16,8.0,+14
3,Mitchell Robinson,22:19,4,4,1.000,0,0,,0,0,,3,4,7,0,1,0,1,0,8,10.1,+6
4,Quentin Grimes,21:53,2,4,.500,1,3,.333,0,0,,0,1,1,1,2,0,0,3,5,4.8,+8
5,Josh Hart,27:59,2,6,.333,1,3,.333,0,0,,0,7,7,3,0,0,1,2,5,4.0,+2
6,Immanuel Quickley,23:56,6,11,.545,3,6,.500,3,3,1.000,0,3,3,2,0,0,3,0,18,12.0,+9
7,Isaiah Hartenstein,22:51,5,10,.500,0,2,.000,3,3,1.000,4,3,7,1,2,1,1,3,13,12.9,+12
8,Donte DiVincenzo,15:00,1,3,.333,1,3,.333,0,0,,0,2,2,6,1,0,1,3,3,4.9,+9
9,Miles McBride,4:09,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,1.6,-5
10,DaQuan Jeffries,4:09,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-5
11,Jericho Sims,2:50,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,0.7,0
12,Dylan Windler,2:50,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,0
13,Ryan Arcidiacono,2:11,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+1
14,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,,,,,,
