,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Toumani Camara,31:55,2,9,.222,1,6,.167,1,2,.500,2,3,5,1,2,2,2,3,6,3.3,-38
1,Scoot Henderson,31:12,4,21,.190,1,9,.111,4,6,.667,2,4,6,2,1,0,3,3,13,-0.1,-56
2,Jerami Grant,24:45,4,10,.400,1,3,.333,0,0,,0,2,2,2,1,1,0,2,9,6.5,-40
3,Duop Reath,24:19,3,9,.333,1,4,.250,1,2,.500,2,5,7,2,0,1,0,2,8,6.7,-49
4,Anfernee Simons,20:09,4,13,.308,4,8,.500,2,4,.500,1,2,3,2,0,0,3,2,14,4.6,-36
5,Kris Murray,23:15,4,10,.400,1,5,.200,0,0,,3,2,5,0,1,0,0,0,9,7.3,-22
6,Shaedon Sharpe,21:17,3,14,.214,1,6,.167,0,0,,3,3,6,1,0,0,1,3,7,-0.1,-39
7,Ibou Badji,19:03,0,0,,0,0,,0,0,,0,3,3,2,0,3,0,3,0,3.2,-15
8,Matisse Thybulle,18:32,1,5,.200,0,4,.000,2,2,1.000,0,0,0,1,1,0,0,1,4,2.2,-10
9,Justin Minaya,13:33,2,5,.400,0,2,.000,0,0,,0,2,2,1,2,1,0,0,4,5.3,-5
10,Rayan Rupert,12:00,1,5,.200,1,2,.500,0,0,,0,3,3,2,0,0,0,0,3,2.2,0
11,Malcolm Brogdon,Did Not Dress,,,,,,,,,,,,,,,,,,,,
