,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Luguentz Dort,36:28,3,11,.273,1,6,.167,0,1,.000,0,7,7,1,1,0,1,2,7,2.1,+3
1,Shai Gilgeous-Alexander,35:33,10,22,.455,2,3,.667,12,13,.923,1,6,7,5,1,2,2,4,34,27.0,-1
2,Chet Holmgren,32:07,7,13,.538,3,4,.750,1,2,.500,5,8,13,3,0,5,2,0,18,20.8,+13
3,Josh Giddey,25:14,2,11,.182,0,2,.000,4,4,1.000,3,6,9,5,0,1,2,0,8,7.2,-2
4,Kenrich Williams,16:59,0,1,.000,0,0,,0,0,,3,2,5,0,0,0,0,2,0,1.2,+6
5,Aaron Wiggins,24:51,5,8,.625,2,3,.667,0,0,,1,3,4,2,0,0,0,2,12,10.6,-2
6,Cason Wallace,20:10,2,7,.286,1,3,.333,0,0,,1,1,2,1,0,0,0,3,5,1.4,0
7,Jaylin Williams,18:29,4,6,.667,1,2,.500,0,0,,1,2,3,2,0,1,1,1,9,8.4,-5
8,Vasilije Micić,16:41,4,8,.500,1,3,.333,3,5,.600,0,2,2,5,0,0,2,0,12,9.3,+14
9,Ousmane Dieng,8:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+3
10,Lindy Waters III,4:46,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-4
11,Dāvis Bertāns,0:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
12,Keyontae Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Tre Mann,Did Not Play,,,,,,,,,,,,,,,,,,,,
14,Olivier Sarr,Did Not Play,,,,,,,,,,,,,,,,,,,,
