,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Pascal Siakam,39:58,.636,.625,.083,.333,2.9,14.6,8.1,16.5,0.0,0.0,6.8,32.1,122,133,-2.3
1,Gary Trent Jr.,39:28,.711,.688,.563,.125,0.0,3.7,1.6,13.4,4.8,2.3,0.0,18.6,144,122,8.0
2,Dennis Schröder,36:59,.743,.694,.333,.278,0.0,0.0,0.0,36.8,0.0,0.0,4.7,24.9,151,135,5.6
3,Scottie Barnes,36:16,.495,.425,.250,.250,6.5,28.1,16.1,7.5,2.6,2.5,4.3,27.8,105,124,-5.6
4,Jakob Poeltl,34:42,.500,.500,.000,.000,6.7,50.3,26.2,16.0,1.4,7.7,0.0,5.0,150,119,1.1
5,Jalen McDaniels,17:25,.258,.000,.333,.667,0.0,8.4,3.7,0.0,0.0,0.0,20.5,12.2,44,134,-19.5
6,Chris Boucher,16:43,.549,.000,1.000,6.000,0.0,17.4,7.8,0.0,0.0,0.0,0.0,9.5,121,133,-11.2
7,Thaddeus Young,10:59,.600,.600,.000,.000,10.7,0.0,5.9,13.3,8.6,0.0,28.6,27.7,93,116,-5.6
8,Otto Porter Jr.,7:30,,,,,0.0,0.0,0.0,13.9,0.0,0.0,,0.0,226,135,-8.5
9,Gradey Dick,Did Not Play,,,,,,,,,,,,,,,
10,Garrett Temple,Did Not Dress,,,,,,,,,,,,,,,
