,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Nic Claxton,38:45,.800,.800,.000,.000,6.5,34.8,19.5,19.7,2.8,4.6,0.0,12.8,168,99,12.9
1,Dorian Finney-Smith,35:46,.667,.667,.833,.000,0.0,8.4,3.8,8.7,0.0,0.0,0.0,8.3,134,113,-0.3
2,Mikal Bridges,35:21,.520,.500,.444,.278,0.0,4.2,1.9,16.9,3.0,0.0,12.9,32.5,92,107,-0.6
3,Spencer Dinwiddie,32:11,.670,.650,.600,.100,0.0,9.3,4.3,10.8,0.0,0.0,0.0,16.0,132,113,0.6
4,Cameron Johnson,21:51,.500,.500,.600,.000,0.0,27.5,12.6,21.5,0.0,0.0,16.7,13.6,97,111,-2.8
5,Cam Thomas,28:26,.644,.500,.267,.667,0.0,31.7,14.5,21.8,3.8,0.0,20.5,42.4,106,102,6.7
6,Royce O'Neale,17:51,.375,.375,1.000,.000,7.1,25.2,15.4,16.6,0.0,5.0,20.0,13.9,85,106,-2.4
7,Dennis Smith Jr.,15:51,.000,.000,.000,.000,15.9,0.0,8.7,17.3,0.0,0.0,20.0,15.6,50,114,-15.4
8,Lonnie Walker IV,13:58,.200,.200,.600,.000,0.0,0.0,0.0,10.9,3.8,0.0,28.6,24.8,36,105,-18.6
9,Noah Clowney,Did Not Play,,,,,,,,,,,,,,,
10,Harry Giles,Did Not Play,,,,,,,,,,,,,,,
11,Keon Johnson,Did Not Play,,,,,,,,,,,,,,,
12,Trendon Watford,Did Not Play,,,,,,,,,,,,,,,
13,Jalen Wilson,Did Not Play,,,,,,,,,,,,,,,
