,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Stephen Curry,32:37,12,26,.462,7,17,.412,3,4,.750,0,2,2,4,0,0,3,1,34,20.2,+17
1,Klay Thompson,28:11,8,16,.500,1,8,.125,0,0,,1,0,1,3,0,0,2,1,17,9.4,+1
2,Draymond Green,27:33,2,4,.500,0,1,.000,2,2,1.000,3,6,9,8,0,0,1,2,6,11.7,+1
3,Kevon Looney,25:09,5,6,.833,0,0,,0,0,,2,4,6,1,0,2,2,4,10,8.9,+5
4,Andrew Wiggins,21:34,2,9,.222,0,2,.000,0,2,.000,3,3,6,1,1,1,2,0,4,1.1,-4
5,Gary Payton II,23:36,3,5,.600,0,0,,0,0,,4,2,6,0,2,0,0,2,6,8.3,+11
6,Chris Paul,21:24,6,9,.667,2,3,.667,3,3,1.000,0,5,5,6,0,0,0,0,17,18.8,+13
7,Dario Šarić,20:54,4,8,.500,2,5,.400,2,2,1.000,3,3,6,1,1,0,0,1,12,12.3,+1
8,Moses Moody,19:19,2,6,.333,0,2,.000,0,0,,1,1,2,2,3,0,0,0,4,6.0,+8
9,Jonathan Kuminga,18:41,2,8,.250,0,3,.000,6,8,.750,0,1,1,0,1,1,1,3,10,4.2,0
10,Trayce Jackson-Davis,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
11,Brandin Podziemski,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
12,Cory Joseph,Did Not Play,,,,,,,,,,,,,,,,,,,,
