,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jacob Gilyard,34:06,4,9,.444,4,6,.667,0,0,,0,1,1,7,1,0,3,2,12,9.7,-3
1,Desmond Bane,27:56,6,14,.429,4,9,.444,1,2,.500,0,1,1,5,0,1,5,1,17,8.3,-18
2,Jaren Jackson Jr.,25:13,3,7,.429,1,4,.250,4,5,.800,0,5,5,1,1,0,2,3,11,6.9,-15
3,Xavier Tillman Sr.,24:41,0,8,.000,0,3,.000,0,0,,0,8,8,2,1,1,1,1,0,-1.5,-15
4,Vince Williams Jr.,23:08,2,7,.286,1,5,.200,0,0,,2,3,5,1,0,0,1,3,5,1.7,-26
5,David Roddy,22:17,2,5,.400,1,3,.333,3,3,1.000,0,4,4,1,1,0,3,1,8,4.8,-1
6,Ziaire Williams,21:48,6,12,.500,2,7,.286,5,5,1.000,0,7,7,5,0,0,4,3,19,13.4,+6
7,Santi Aldama,19:58,2,10,.200,2,7,.286,3,4,.750,2,7,9,1,0,0,1,1,9,5.2,-21
8,John Konchar,16:53,1,3,.333,1,3,.333,2,2,1.000,1,1,2,2,2,0,2,2,5,4.9,-20
9,GG Jackson II,12:00,3,6,.500,2,3,.667,0,0,,0,0,0,0,0,1,0,2,8,4.9,+9
10,Jake LaRavia,12:00,1,4,.250,1,4,.250,0,0,,2,1,3,0,0,0,0,0,3,2.3,+9
11,Bismack Biyombo,Did Not Play,,,,,,,,,,,,,,,,,,,,
