,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Brandon Ingram,31:12,4,13,.308,0,3,.000,1,2,.500,1,2,3,7,0,0,3,3,9,3.1,-33
1,Herbert Jones,26:01,4,10,.400,0,3,.000,2,2,1.000,4,3,7,1,2,1,1,4,10,9.1,-22
2,Zion Williamson,25:45,6,8,.750,0,0,,1,6,.167,1,1,2,3,0,0,3,3,13,6.7,-33
3,CJ McCollum,25:20,4,14,.286,1,4,.250,0,0,,1,3,4,2,2,0,1,2,9,4.0,-38
4,Jonas Valančiūnas,23:05,3,9,.333,1,4,.250,2,2,1.000,0,3,3,2,1,3,1,2,9,7.5,-25
5,Trey Murphy III,22:25,5,13,.385,2,7,.286,2,2,1.000,0,3,3,1,0,0,0,1,14,8.1,-25
6,Jose Alvarado,20:18,3,7,.429,2,3,.667,0,0,,0,2,2,4,2,0,1,1,8,8.3,-13
7,Dyson Daniels,16:58,1,5,.200,0,2,.000,2,2,1.000,2,6,8,0,0,1,0,1,4,4.4,+2
8,Naji Marshall,12:08,1,2,.500,1,1,1.000,2,2,1.000,2,2,4,0,0,0,1,1,5,4.6,-17
9,Jordan Hawkins,12:00,2,8,.250,0,3,.000,0,0,,0,2,2,0,0,0,0,1,4,-0.6,-5
10,Cody Zeller,12:00,0,1,.000,0,0,,2,2,1.000,1,1,2,1,0,0,0,2,2,2.2,-5
11,Kira Lewis Jr.,6:23,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,1,0,2,-0.7,-3
12,Jeremiah Robinson-Earl,6:23,0,2,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,-0.1,-3
