,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Paolo Banchero,31:16,7,12,.583,1,3,.333,1,4,.250,0,5,5,6,2,0,1,0,16,15.9,+16
1,Jalen Suggs,29:17,6,11,.545,3,6,.500,2,4,.500,1,2,3,2,2,0,2,4,17,12.0,+18
2,Franz Wagner,28:25,13,17,.765,3,4,.750,5,5,1.000,1,6,7,7,0,2,1,0,34,35.1,+19
3,Wendell Carter Jr.,25:32,3,7,.429,3,4,.750,1,2,.500,1,5,6,1,1,0,3,0,10,6.8,+19
4,Markelle Fultz,24:38,1,4,.250,0,0,,0,0,,3,2,5,4,2,0,1,2,2,5.3,+22
5,Gary Harris,19:22,2,5,.400,1,3,.333,0,0,,0,0,0,4,2,2,0,2,5,7.7,-2
6,Jonathan Isaac,19:15,4,4,1.000,0,0,,1,2,.500,0,6,6,1,0,1,1,1,9,9.2,+2
7,Cole Anthony,18:43,5,7,.714,2,2,1.000,0,0,,1,1,2,2,1,0,3,5,12,7.5,-2
8,Moritz Wagner,16:13,4,9,.444,0,1,.000,3,3,1.000,1,1,2,1,0,0,3,3,11,3.8,-2
9,Joe Ingles,15:47,3,4,.750,2,3,.667,0,0,,0,3,3,4,1,0,0,1,8,10.7,+2
10,Caleb Houstan,2:53,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,-3
11,Goga Bitadze,2:53,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
12,Anthony Black,2:53,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,1,0,1.0,-3
13,Chuma Okeke,2:53,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2.1,-3
