,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Mikal Bridges,27:41,4,11,.364,1,6,.167,3,3,1.000,0,5,5,1,0,0,2,2,12,5.3,-14
1,Dorian Finney-Smith,27:29,3,6,.500,3,5,.600,0,0,,2,1,3,2,0,1,0,4,9,8.2,-24
2,Royce O'Neale,26:50,1,3,.333,1,3,.333,0,0,,0,3,3,4,0,0,1,3,3,2.8,-13
3,Cameron Johnson,25:21,4,13,.308,3,6,.500,0,0,,2,3,5,0,0,0,1,3,11,3.6,-22
4,Spencer Dinwiddie,19:56,3,7,.429,3,6,.500,3,4,.750,0,4,4,4,0,0,2,2,12,9.1,-14
5,Trendon Watford,27:12,6,11,.545,0,1,.000,2,2,1.000,3,4,7,3,0,1,0,4,14,13.2,+1
6,Dennis Smith Jr.,26:57,5,10,.500,0,1,.000,4,4,1.000,1,3,4,7,0,0,0,4,14,13.9,+1
7,Lonnie Walker IV,20:16,8,12,.667,3,4,.750,1,1,1.000,0,7,7,4,0,1,0,0,20,20.4,0
8,Armoni Brooks,19:16,0,5,.000,0,3,.000,0,0,,1,3,4,0,0,0,1,0,0,-2.9,+4
9,Day'Ron Sharpe,13:10,1,4,.250,0,1,.000,3,4,.750,0,3,3,1,0,0,2,2,5,1.0,+5
10,Harry Giles,5:51,3,3,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,1,1,7,5.0,+6
11,Ben Simmons,Did Not Play,,,,,,,,,,,,,,,,,,,,
