,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Cade Cunningham,34:00,9,21,.429,2,7,.286,0,0,,1,4,5,8,0,0,4,4,20,10.8,+5
1,Kevin Knox,30:33,5,10,.500,1,4,.250,0,0,,3,7,10,1,2,1,0,3,11,12.4,+15
2,Isaiah Stewart,30:32,4,11,.364,1,4,.250,2,2,1.000,4,6,10,2,1,2,1,0,11,12.3,+1
3,Killian Hayes,22:07,2,6,.333,0,2,.000,0,0,,0,0,0,2,1,1,0,0,4,3.7,-14
4,Ausar Thompson,17:19,4,8,.500,0,1,.000,1,3,.333,5,5,10,2,0,0,5,4,9,4.0,-5
5,Jaden Ivey,29:07,4,6,.667,1,2,.500,2,2,1.000,1,1,2,3,1,0,6,3,11,5.3,-10
6,Alec Burks,24:01,4,14,.286,2,9,.222,0,0,,2,1,3,1,1,0,0,3,10,4.0,-15
7,Stanley Umude,17:19,2,3,.667,2,3,.667,4,4,1.000,1,5,6,0,1,1,0,1,10,12.2,0
8,Marvin Bagley III,15:51,3,5,.600,0,0,,2,2,1.000,1,2,3,1,1,1,1,0,8,8.4,-17
9,Marcus Sasser,15:20,2,7,.286,0,3,.000,2,2,1.000,0,0,0,0,0,0,0,1,6,1.5,-8
10,James Wiseman,3:50,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6,+8
11,Jalen Duren,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Isaiah Livers,Did Not Play,,,,,,,,,,,,,,,,,,,,
