,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Deni Avdija,33:56,11,17,.647,1,3,.333,2,6,.333,1,6,7,3,0,1,5,3,25,15.0,+1
1,Tyus Jones,33:01,6,13,.462,0,1,.000,2,2,1.000,0,3,3,16,2,0,2,1,14,19.0,-14
2,Kyle Kuzma,32:05,9,19,.474,1,7,.143,4,5,.800,0,8,8,0,1,0,4,4,23,10.7,-14
3,Marvin Bagley III,28:04,6,10,.600,0,0,,0,0,,5,8,13,2,1,1,1,3,12,14.2,-3
4,Jordan Poole,26:30,1,12,.083,1,6,.167,0,0,,0,6,6,3,3,1,1,4,3,0.0,+4
5,Bilal Coulibaly,30:24,1,10,.100,1,4,.250,1,2,.500,4,3,7,1,0,2,1,2,4,1.0,-13
6,Corey Kispert,24:27,2,11,.182,1,7,.143,0,0,,1,3,4,1,0,0,1,2,5,-1.4,-10
7,Landry Shamet,13:54,2,5,.400,2,4,.500,0,0,,0,1,1,0,2,1,0,2,6,5.5,+3
8,Richaun Holmes,12:33,5,7,.714,0,0,,0,0,,1,1,2,0,0,1,0,3,10,7.6,+2
9,Delon Wright,5:02,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,1,2,1.6,+4
10,Patrick Baldwin Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Johnny Davis,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Anthony Gill,Did Not Play,,,,,,,,,,,,,,,,,,,,
