,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jrue Holiday,37:13,7,11,.636,1,3,.333,0,0,,2,1,3,4,0,0,2,2,15,11.8,+11
1,Jayson Tatum,36:26,9,22,.409,3,10,.300,6,8,.750,3,8,11,3,0,3,3,1,27,19.7,+2
2,Jaylen Brown,36:01,10,20,.500,2,5,.400,0,0,,2,3,5,5,2,0,2,3,22,16.6,+4
3,Derrick White,35:10,5,10,.500,2,4,.500,2,2,1.000,2,3,5,3,3,0,3,0,14,13.4,+9
4,Kristaps Porziņģis,30:43,5,11,.455,1,6,.167,7,8,.875,1,5,6,0,1,2,3,2,18,12.7,-1
5,Al Horford,23:34,3,4,.750,1,2,.500,0,0,,3,7,10,3,0,1,0,1,7,12.0,+9
6,Sam Hauser,18:01,3,3,1.000,3,3,1.000,0,0,,0,0,0,1,0,0,0,2,9,8.0,+9
7,Payton Pritchard,14:19,0,1,.000,0,1,.000,0,0,,0,3,3,2,0,1,0,1,0,1.9,+1
8,Lamar Stevens,8:32,1,3,.333,0,2,.000,2,2,1.000,0,1,1,1,1,1,0,3,4,3.8,+1
9,Dalano Banton,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Oshae Brissett,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Luke Kornet,Did Not Dress,,,,,,,,,,,,,,,,,,,,
12,Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,,,,,,
