,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Paolo Banchero,34:24,2,12,.167,0,3,.000,6,8,.750,0,8,8,8,1,0,3,1,10,7.2,-22
1,Franz Wagner,32:17,5,14,.357,0,4,.000,5,6,.833,0,6,6,5,2,1,0,1,15,14.4,-13
2,Wendell Carter Jr.,23:23,3,4,.750,1,2,.500,1,2,.500,1,5,6,1,0,0,0,3,8,7.7,+3
3,Anthony Black,21:31,2,4,.500,0,1,.000,0,0,,1,1,2,4,0,0,0,3,4,4.6,+2
4,Jalen Suggs,21:17,5,9,.556,1,5,.200,0,0,,0,1,1,3,0,1,1,0,11,8.8,-23
5,Cole Anthony,25:27,8,13,.615,2,5,.400,2,2,1.000,1,3,4,3,1,1,3,4,20,14.9,-6
6,Gary Harris,19:45,0,2,.000,0,2,.000,0,0,,3,0,3,1,2,0,0,3,0,2.2,+4
7,Moritz Wagner,17:32,5,8,.625,0,0,,1,1,1.000,5,2,7,1,0,0,2,5,11,8.2,+2
8,Caleb Houstan,14:48,3,10,.300,3,10,.300,0,0,,0,0,0,0,0,0,0,0,9,3.2,+4
9,Goga Bitadze,12:19,2,3,.667,0,0,,0,0,,3,3,6,1,0,2,1,0,4,6.8,0
10,Jonathan Isaac,12:03,4,7,.571,1,2,.500,0,0,,1,3,4,1,1,0,1,3,9,6.8,-10
11,Chuma Okeke,5:14,2,3,.667,1,2,.500,0,0,,0,2,2,1,1,0,0,1,5,5.6,+14
12,Jett Howard,Did Not Play,,,,,,,,,,,,,,,,,,,,
