,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Kyrie Irving,40:05,11,25,.440,2,7,.286,9,10,.900,4,4,8,4,4,1,3,3,33,26.8,-2
1,Derrick Jones Jr.,36:10,5,9,.556,0,1,.000,1,1,1.000,0,4,4,2,0,1,0,1,11,9.6,-10
2,Luka Dončić,35:54,9,21,.429,2,8,.250,11,15,.733,0,6,6,6,3,0,3,1,31,23.9,-14
3,Josh Green,23:02,0,3,.000,0,1,.000,0,0,,1,2,3,0,0,1,0,1,0,-0.5,+1
4,Dwight Powell,22:14,2,3,.667,0,0,,0,0,,1,3,4,3,2,1,2,3,4,5.9,+9
5,Tim Hardaway Jr.,29:35,3,6,.500,2,3,.667,1,1,1.000,0,3,3,2,0,0,1,3,9,6.1,-26
6,Jaden Hardy,19:00,4,7,.571,2,4,.500,0,0,,0,0,0,1,0,0,1,2,10,5.6,-11
7,Seth Curry,10:23,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,1,2,-0.4,-8
8,Grant Williams,7:12,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2.8,-20
9,Markieff Morris,5:41,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-2
10,A.J. Lawson,4:42,1,3,.333,1,2,.500,0,0,,1,1,2,0,0,0,0,1,3,1.9,-3
11,Brandon Williams,3:03,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,0.3,+1
12,Richaun Holmes,2:59,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,0,0,1.4,0
13,Maxi Kleber,Did Not Dress,,,,,,,,,,,,,,,,,,,,
