,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Paolo Banchero,26:40,9,14,.643,0,0,,6,7,.857,1,2,3,0,1,2,1,1,24,19.7,+28
1,Anthony Black,24:16,1,5,.200,0,2,.000,5,6,.833,0,5,5,1,0,2,2,5,7,3.1,-6
2,Goga Bitadze,22:23,3,5,.600,0,0,,2,2,1.000,1,7,8,2,0,4,0,2,8,11.9,+21
3,Franz Wagner,22:21,6,14,.429,0,2,.000,7,7,1.000,1,6,7,1,2,0,0,2,19,16.0,+26
4,Jalen Suggs,17:35,6,8,.750,1,2,.500,5,6,.833,1,2,3,1,1,0,0,1,18,17.0,+20
5,Cole Anthony,24:53,5,12,.417,1,3,.333,4,4,1.000,0,5,5,3,0,1,4,4,15,7.3,+11
6,Gary Harris,21:59,4,6,.667,3,3,1.000,2,2,1.000,0,0,0,2,2,0,0,1,13,13.4,+10
7,Moritz Wagner,20:32,6,10,.600,1,1,1.000,3,4,.750,3,0,3,2,0,0,1,3,16,12.3,+3
8,Joe Ingles,17:47,0,2,.000,0,2,.000,0,0,,0,4,4,6,3,0,2,1,0,4.6,+4
9,Jonathan Isaac,13:35,2,5,.400,0,0,,1,2,.500,1,2,3,0,1,1,0,1,5,4.5,-1
10,Caleb Houstan,8:26,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,2,1,0,-1.7,-18
11,Chuma Okeke,7:45,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,2.3,-15
12,Jett Howard,6:43,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,2,0,0,-2.7,-11
13,Admiral Schofield,5:05,0,1,.000,0,1,.000,0,2,.000,0,0,0,0,0,0,1,1,0,-2.9,-12
