,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Pascal Siakam,35:16,.586,.575,.200,.150,9.5,13.9,11.8,40.8,1.4,2.3,0.0,26.2,138,102,12.1
1,Aaron Nesmith,33:35,.893,.864,.455,.273,3.3,20.4,12.4,17.0,1.5,0.0,14.0,18.5,150,102,9.8
2,Andrew Nembhard,27:02,.000,.000,1.000,.000,0.0,7.2,3.9,11.8,1.8,0.0,20.0,8.0,38,105,-12.3
3,Myles Turner,26:01,.538,.500,.214,.143,12.9,26.4,20.1,11.5,1.9,0.0,0.0,24.8,124,99,0.8
4,Tyrese Haliburton,20:17,.912,.938,.625,.375,0.0,4.8,2.6,30.7,2.5,8.0,9.7,22.0,159,99,23.0
5,Bennedict Mathurin,26:44,.478,.417,.250,.500,4.2,14.7,9.8,4.7,0.0,0.0,0.0,23.7,108,107,-4.7
6,T.J. McConnell,21:16,.400,.400,.000,.000,5.2,23.0,14.7,39.0,0.0,0.0,44.4,18.3,82,104,-11.5
7,Jalen Smith,20:14,.530,.500,.333,.111,5.5,19.4,12.9,0.0,0.0,4.0,0.0,20.2,113,103,-2.5
8,Buddy Hield,11:37,.375,.375,.750,.000,0.0,8.4,4.5,0.0,0.0,0.0,0.0,14.9,79,109,-11.9
9,Obi Toppin,11:00,.000,.000,1.000,.000,0.0,8.9,4.7,19.4,0.0,0.0,75.0,15.7,27,109,-19.7
10,Kendall Brown,1:44,1.000,1.000,.000,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.0,206,112,37.2
11,Isaiah Jackson,1:44,1.000,1.000,.000,.000,64.4,56.5,60.2,100.0,0.0,0.0,0.0,25.0,210,93,56.6
12,Ben Sheppard,1:44,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,112,-33.6
13,Jarace Walker,1:44,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,111,-43.8
14,James Johnson,Did Not Play,,,,,,,,,,,,,,,
