,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Donovan Mitchell,25:53,12,19,.632,4,8,.500,3,4,.750,1,4,5,7,3,0,1,1,31,30.5,+37
1,Jarrett Allen,25:37,9,15,.600,0,0,,3,3,1.000,3,10,13,3,0,1,1,0,21,21.0,+37
2,Isaac Okoro,25:37,5,7,.714,0,0,,0,1,.000,1,2,3,7,1,1,0,2,10,13.8,+37
3,Max Strus,21:42,2,4,.500,0,1,.000,2,2,1.000,0,6,6,3,0,1,0,1,6,8.2,+33
4,Dean Wade,20:46,2,5,.400,1,4,.250,0,1,.000,0,3,3,0,1,0,2,0,5,1.8,+40
5,Georges Niang,27:14,13,14,.929,5,6,.833,2,3,.667,0,5,5,2,0,0,1,2,33,29.1,0
6,Sam Merrill,22:01,4,8,.500,2,6,.333,0,0,,3,2,5,5,0,0,0,1,10,11.8,+3
7,Caris LeVert,21:35,1,7,.143,0,2,.000,2,3,.667,1,2,3,4,0,0,2,1,4,0.8,+2
8,Craig Porter Jr.,19:58,4,7,.571,0,0,,1,2,.500,0,2,2,2,0,0,1,0,9,6.3,+6
9,Tristan Thompson,19:31,3,4,.750,0,0,,0,0,,2,7,9,3,0,0,2,0,6,8.0,+10
10,Damian Jones,10:05,0,3,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-2.2,-5
11,Ty Jerome,Did Not Dress,,,,,,,,,,,,,,,,,,,,
