,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Julius Randle,34:29,.675,.600,.467,.533,12.9,42.8,29.3,23.3,2.9,0.0,17.8,27.8,131,84,11.3
1,Jalen Brunson,33:32,.636,.667,.556,.111,3.3,5.5,4.5,29.6,4.5,0.0,17.5,14.5,132,96,4.8
2,Mitchell Robinson,32:44,.500,.500,.000,.000,17.1,14.1,15.4,0.0,3.1,15.2,40.0,13.0,81,85,0.2
3,RJ Barrett,28:18,.472,.269,.308,.692,0.0,9.8,5.4,9.4,1.8,0.0,5.6,27.0,114,101,-4.2
4,Quentin Grimes,19:01,.750,.750,.750,.000,5.9,0.0,2.7,7.0,0.0,0.0,20.0,11.2,133,109,0.5
5,Josh Hart,29:51,.814,.800,.300,.100,3.7,15.5,10.2,10.8,1.7,2.8,8.7,16.3,157,96,9.6
6,Immanuel Quickley,25:32,.563,.550,.500,.050,0.0,10.8,5.9,7.8,0.0,0.0,4.7,35.7,118,104,0.9
7,Donte DiVincenzo,18:53,.375,.375,.750,.000,0.0,9.8,5.4,0.0,2.7,0.0,20.0,22.5,66,99,-10.9
8,Isaiah Hartenstein,13:34,.667,.667,.000,.000,24.7,20.4,22.3,20.9,0.0,0.0,0.0,9.4,177,100,5.1
9,Jericho Sims,1:42,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-5.5
10,DaQuan Jeffries,1:12,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-6.0
11,Miles McBride,1:12,,,,,0.0,0.0,0.0,97.6,0.0,0.0,,0.0,237,109,20.3
12,Ryan Arcidiacono,Did Not Play,,,,,,,,,,,,,,,
13,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,
