,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Devin Booker,37:50,10,25,.400,1,4,.250,7,8,.875,2,3,5,11,0,2,2,3,28,22.3,+15
1,Eric Gordon,33:14,9,13,.692,6,9,.667,1,2,.500,0,2,2,2,0,1,2,3,25,18.6,0
2,Jusuf Nurkić,32:53,4,9,.444,0,2,.000,0,0,,4,6,10,4,0,4,1,2,8,11.7,+1
3,Keita Bates-Diop,27:38,3,11,.273,0,5,.000,3,3,1.000,2,5,7,2,2,1,1,3,9,7.3,0
4,Josh Okogie,16:59,0,5,.000,0,3,.000,3,4,.750,1,3,4,2,1,0,2,3,3,-0.1,-3
5,Jordan Goodwin,28:43,6,10,.600,2,3,.667,0,0,,3,4,7,5,1,1,0,2,14,17.1,+7
6,Nassir Little,20:02,4,9,.444,3,6,.500,0,0,,0,2,2,0,0,2,1,1,11,6.9,-15
7,Drew Eubanks,15:06,1,2,.500,0,0,,1,2,.500,4,2,6,1,0,0,2,4,3,2.1,+2
8,Yuta Watanabe,14:52,2,4,.500,2,4,.500,1,2,.500,0,0,0,0,0,0,0,1,7,4.2,+5
9,Chimezie Metu,12:43,3,3,1.000,2,2,1.000,0,0,,2,2,4,0,0,0,0,3,8,7.9,+3
10,Udoka Azubuike,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Bol Bol,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Kevin Durant,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Saben Lee,Did Not Play,,,,,,,,,,,,,,,,,,,,
