,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Luka Dončić,37:21,15,28,.536,4,12,.333,6,6,1.000,2,10,12,10,1,0,4,3,40,33.6,-4
1,Derrick Jones Jr.,33:20,6,11,.545,2,6,.333,4,5,.800,1,0,1,4,2,0,1,1,18,16.4,-3
2,Grant Williams,31:17,1,4,.250,0,3,.000,1,1,1.000,1,3,4,3,1,1,1,4,3,3.4,-2
3,Dante Exum,27:00,8,11,.727,1,2,.500,1,1,1.000,0,2,2,3,1,0,2,3,18,14.0,+14
4,Dereck Lively II,5:59,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0.3,-4
5,Tim Hardaway Jr.,35:55,8,21,.381,5,15,.333,4,4,1.000,0,6,6,1,1,0,1,0,25,16.0,+12
6,Dwight Powell,22:15,2,3,.667,0,0,,2,3,.667,4,1,5,0,0,1,0,2,6,7.3,+7
7,Markieff Morris,19:46,4,9,.444,2,5,.400,0,0,,0,5,5,4,1,0,2,0,10,8.6,+8
8,Seth Curry,13:36,2,6,.333,2,3,.667,1,1,1.000,0,2,2,1,0,0,1,3,7,2.7,+19
9,Jaden Hardy,6:19,2,2,1.000,0,0,,0,0,,0,3,3,0,0,0,0,1,4,3.9,+5
10,Olivier-Maxence Prosper,5:55,0,1,.000,0,1,.000,0,0,,2,3,5,1,0,0,0,0,0,2.3,+3
11,Greg Brown III,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
12,A.J. Lawson,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
13,Dexter Dennis,Did Not Play,,,,,,,,,,,,,,,,,,,,
