,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,John Collins,29:18,7,14,.500,3,5,.600,0,2,.000,1,3,4,1,1,0,1,2,17,10.7,-8
1,Jordan Clarkson,27:11,4,10,.400,2,5,.400,2,3,.667,1,2,3,5,0,0,4,0,12,7.0,-14
2,Simone Fontecchio,25:28,4,13,.308,4,8,.500,0,0,,0,4,4,4,1,0,0,1,12,9.1,-10
3,Keyonte George,23:41,2,6,.333,2,4,.500,2,2,1.000,1,2,3,2,0,0,2,0,8,5.3,-7
4,Omer Yurtseven,15:26,2,5,.400,0,0,,0,0,,2,2,4,1,1,0,2,2,4,2.2,-11
5,Walker Kessler,27:47,4,11,.364,0,2,.000,1,2,.500,3,5,8,2,1,6,1,0,9,11.7,-2
6,Talen Horton-Tucker,24:19,2,12,.167,1,5,.200,0,0,,1,3,4,3,1,1,2,2,5,0.0,-7
7,Collin Sexton,22:08,3,10,.300,1,4,.250,2,3,.667,1,0,1,3,1,0,2,3,9,3.4,-3
8,Ochai Agbaji,21:13,2,5,.400,1,4,.250,0,0,,1,3,4,3,0,0,1,1,5,4.6,-1
9,Kelly Olynyk,17:39,2,2,1.000,1,1,1.000,0,0,,0,2,2,2,2,0,1,3,5,6.2,-13
10,Luka Šamanić,5:50,2,2,1.000,1,1,1.000,0,0,,1,1,2,0,0,1,1,0,5,5.1,+6
11,Micah Potter,Did Not Play,,,,,,,,,,,,,,,,,,,,
