,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Kevin Durant,38:36,13,27,.481,4,6,.667,8,10,.800,1,8,9,5,0,0,4,4,38,24.5,+8
1,Jusuf Nurkić,32:40,4,8,.500,2,3,.667,4,7,.571,3,6,9,7,1,0,2,3,14,15.4,+5
2,Grayson Allen,31:40,4,8,.500,1,4,.250,0,0,,2,7,9,4,1,0,2,6,9,7.9,-5
3,Bradley Beal,31:30,9,17,.529,2,4,.500,4,6,.667,2,2,4,2,2,0,2,4,24,16.7,-14
4,Keita Bates-Diop,29:47,4,11,.364,1,6,.167,2,2,1.000,2,3,5,0,2,0,0,0,11,9.2,-6
5,Eric Gordon,27:48,5,9,.556,3,4,.750,0,0,,1,1,2,2,3,0,1,0,13,13.1,+3
6,Yuta Watanabe,14:23,1,4,.250,1,3,.333,0,0,,1,0,1,0,0,0,0,5,3,-0.7,+6
7,Drew Eubanks,14:08,1,3,.333,0,0,,0,0,,2,3,5,1,0,1,2,2,2,1.2,-6
8,Josh Okogie,12:39,0,4,.000,0,4,.000,2,2,1.000,2,4,6,1,0,0,0,0,2,2.5,+7
9,Jordan Goodwin,6:46,1,3,.333,1,3,.333,0,0,,1,1,2,0,0,0,0,0,3,2.3,-13
10,Udoka Azubuike,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Bol Bol,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Saben Lee,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Nassir Little,Did Not Play,,,,,,,,,,,,,,,,,,,,
14,Chimezie Metu,Did Not Play,,,,,,,,,,,,,,,,,,,,
