,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Cam Thomas,36:03,9,19,.474,5,10,.500,2,2,1.000,1,1,2,4,2,0,2,2,25,18.3,+22
1,Mikal Bridges,33:27,4,11,.364,3,6,.500,3,3,1.000,0,6,6,3,1,1,1,0,14,12.5,+17
2,Nic Claxton,27:02,10,15,.667,0,1,.000,0,0,,3,8,11,0,1,2,0,3,20,19.2,+12
3,Ben Simmons,21:30,6,7,.857,0,0,,1,2,.500,0,3,3,5,3,2,4,2,13,14.1,+10
4,Dorian Finney-Smith,20:29,1,4,.250,1,4,.250,0,2,.000,1,2,3,3,1,1,0,6,3,2.5,+4
5,Jalen Wilson,29:52,3,4,.750,2,3,.667,0,0,,2,4,6,2,0,0,0,4,8,8.8,+14
6,Dennis Schröder,26:47,6,13,.462,3,5,.600,0,0,,0,3,3,12,0,0,2,4,15,14.0,+10
7,Dennis Smith Jr.,23:43,6,9,.667,2,3,.667,0,0,,1,5,6,2,0,1,0,1,14,14.0,+18
8,Trendon Watford,7:40,2,2,1.000,0,0,,2,2,1.000,1,0,1,0,0,0,0,1,6,5.7,0
9,Lonnie Walker IV,6:07,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,+1
10,Noah Clowney,3:40,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,0,3,1.7,-4
11,Keita Bates-Diop,3:40,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-4
