,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Brandon Miller,36:04,.601,.526,.474,.316,9.5,8.1,8.8,16.0,1.4,7.8,18.8,32.3,112,104,3.2
1,Miles Bridges,34:14,.576,.500,.462,.308,3.3,11.4,7.7,15.2,1.5,2.7,6.3,20.1,129,104,1.4
2,Tre Mann,29:44,.733,.692,.385,.231,3.8,23.1,14.2,29.6,3.4,0.0,6.5,22.5,154,96,13.9
3,Cody Martin,29:43,.500,.500,.167,.000,7.7,16.5,12.4,16.5,1.7,0.0,14.3,10.3,123,103,-0.1
4,Nick Richards,29:06,.949,1.000,.000,.600,3.9,20.2,12.7,0.0,0.0,0.0,13.7,11.0,158,105,-2.0
5,Grant Williams,27:17,.625,.625,.417,.000,16.8,21.5,19.3,11.1,3.7,0.0,7.7,20.8,134,96,5.1
6,Vasilije Micić,19:58,.604,.500,.333,.444,0.0,9.8,5.3,35.0,0.0,0.0,8.5,25.7,134,110,-1.2
7,Seth Curry,17:06,.563,.563,.500,.000,0.0,0.0,0.0,8.6,0.0,0.0,0.0,20.5,121,114,-3.5
8,Dāvis Bertāns,13:15,.375,.375,1.000,.000,0.0,7.4,4.0,9.0,0.0,0.0,0.0,13.2,97,111,-8.4
9,Bryce McGowens,1:11,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,-7.4
10,Nick Smith Jr.,1:11,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.9,0,114,-48.6
11,JT Thor,1:11,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,-21.8
