,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Grayson Allen,30:39,6,10,.600,3,7,.429,2,2,1.000,0,4,4,3,2,0,3,2,17,13.9,+22
1,Kevin Durant,29:25,8,11,.727,1,4,.250,9,9,1.000,0,4,4,7,1,1,2,1,26,26.9,+30
2,Eric Gordon,25:45,9,14,.643,3,7,.429,0,0,,0,2,2,4,1,0,0,1,21,18.8,+23
3,Josh Okogie,23:15,2,4,.500,0,2,.000,3,3,1.000,0,1,1,0,0,0,0,3,7,4.1,+25
4,Jusuf Nurkić,22:48,3,8,.375,0,2,.000,4,6,.667,2,5,7,6,2,1,2,3,10,11.4,+15
5,Jordan Goodwin,24:58,2,9,.222,2,5,.400,6,6,1.000,2,3,5,5,1,0,2,2,12,10.5,+3
6,Nassir Little,20:39,3,8,.375,0,5,.000,0,0,,0,1,1,0,1,0,0,2,6,2.1,-1
7,Yuta Watanabe,20:32,2,7,.286,1,4,.250,2,2,1.000,1,3,4,0,2,1,0,2,7,6.4,+2
8,Drew Eubanks,19:10,6,7,.857,0,0,,0,0,,2,3,5,2,0,2,0,3,12,13.4,+11
9,Udoka Azubuike,6:02,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,0,2,2.6,-4
10,Keita Bates-Diop,6:02,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,0,2,2.0,-4
11,Saben Lee,4:05,1,2,.500,0,1,.000,0,0,,0,0,0,2,0,1,0,0,2,3.1,-4
12,Bol Bol,4:05,0,0,,0,0,,0,0,,0,1,1,0,0,1,2,0,0,-1.0,-4
13,Chimezie Metu,2:35,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,0,2,2.0,-4
