,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Coby White,45:06,12,20,.600,6,10,.600,3,4,.750,0,6,6,4,1,0,2,3,33,25.8,+1
1,DeMar DeRozan,41:48,14,30,.467,3,6,.500,10,12,.833,0,2,2,11,0,0,2,5,41,29.1,+6
2,Patrick Williams,41:13,6,14,.429,1,2,.500,2,2,1.000,4,3,7,2,0,0,1,4,15,10.1,-3
3,Nikola Vučević,38:32,6,16,.375,2,5,.400,0,0,,1,9,10,5,1,1,1,5,14,10.8,-2
4,Ayo Dosunmu,26:29,0,6,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-4.6,+2
5,Torrey Craig,28:52,2,9,.222,1,5,.200,2,4,.500,1,4,5,1,0,1,0,6,7,1.6,-11
6,Andre Drummond,14:28,3,12,.250,0,0,,3,3,1.000,11,5,16,1,1,0,0,1,9,12.3,-2
7,Jevon Carter,13:27,3,5,.600,1,2,.500,0,0,,1,4,5,0,0,1,0,0,7,7.3,-1
8,Dalen Terry,11:18,1,2,.500,1,2,.500,0,0,,0,0,0,1,0,1,0,2,3,2.6,-6
9,Julian Phillips,3:47,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
10,Alex Caruso,Did Not Dress,,,,,,,,,,,,,,,,,,,,
11,Terry Taylor,Did Not Play,,,,,,,,,,,,,,,,,,,,
