,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Bojan Bogdanović,32:43,.731,.731,.385,.000,0.0,6.7,3.3,9.1,1.5,0.0,23.5,22.3,98,132,-4.5
1,Killian Hayes,31:31,.250,.250,.000,.000,3.4,10.4,6.8,44.6,0.0,0.0,11.1,12.3,102,135,-7.0
2,Jaden Ivey,30:25,.470,.444,.556,.278,0.0,10.8,5.3,23.9,3.2,4.7,4.7,29.9,99,123,2.2
3,Jalen Duren,30:19,.639,.625,.000,.063,7.0,36.0,21.3,11.2,0.0,0.0,5.7,24.7,122,129,-1.4
4,Isaiah Livers,17:05,1.000,1.000,1.000,.000,12.5,12.8,12.6,7.3,2.8,0.0,0.0,7.5,191,128,5.9
5,Kevin Knox,23:37,.545,.545,.455,.000,13.5,4.6,9.1,0.0,0.0,0.0,0.0,20.0,115,136,-6.4
6,Alec Burks,19:35,.508,.423,.385,.308,0.0,11.1,5.5,15.4,0.0,0.0,6.3,34.6,101,134,-6.5
7,James Wiseman,17:29,.798,1.000,.000,2.000,0.0,18.7,9.3,20.0,0.0,0.0,0.0,4.6,180,133,-2.3
8,Marcus Sasser,16:29,.429,.429,.143,.000,6.5,6.6,6.5,41.3,0.0,0.0,12.5,20.9,103,135,-8.3
9,Ausar Thompson,15:02,.233,.167,.500,.167,0.0,43.5,21.5,7.8,0.0,4.8,13.4,21.3,51,123,-19.5
10,Joe Harris,5:45,,,,,0.0,19.0,9.4,0.0,0.0,0.0,,0.0,0,133,-14.2
11,Marvin Bagley III,Did Not Play,,,,,,,,,,,,,,,
12,Isaiah Stewart,Did Not Play,,,,,,,,,,,,,,,
